id,posture_key,posture_ko,equipment_en,equipment_ko,exercise_en,exercise_ko,purpose,how_to_do,sets_reps,key_cues,precaution
443,Forward Head Posture,거북목,Cadillac,캐딜락,Plank - Advanced (2-2),헌드레드 - Advanced (2-2),심부 안정근 활성화 및 신체 중심 강화,"① 시작자세: 캐딜락 위에서 헌드레드 준비 자세로 선다.
② 수행: 호흡을 내쉬며 헌드레드 동작을 실시하여 심부 안정근 활성화 및 신체 중심 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 20회, 템포 2-2.",2세트 x 20회,"좌우 균형 유지, 골반 중립 유지, 갈비뼈 플레어 금지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
444,Foot Supination,과도한 회외,Spine Corrector,스파인 코렉터,Bridge - Advanced (3-1),브릿지 - Advanced (3-1),자세 교정과 정렬 회복,"① 시작자세: 스파인 코렉터 위에서 브릿지 준비 자세로 선다.
② 수행: 호흡을 내쉬며 브릿지 동작을 실시하여 자세 교정과 정렬 회복에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 4세트 15회, 템포 3-1.",4세트 x 15회,"골반 중립 유지, 견갑 하강 유지, 복부 30% 수축",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
445,Anterior Pelvic Tilt,골반 과전방경사,Chair,체어,Plank - Advanced (Pulse x10),클램쉘 - Advanced (Pulse x10),심부 안정근 활성화 및 신체 중심 강화,"① 시작자세: 체어 위에서 클램쉘 준비 자세로 선다.
② 수행: 호흡을 내쉬며 클램쉘 동작을 실시하여 심부 안정근 활성화 및 신체 중심 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 20회, 템포 Pulse x10.",2세트 x 20회,"갈비뼈 플레어 금지, 견갑 하강 유지, 골반 중립 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
446,Forward Head Posture,거북목,Chair,체어,Roll Up - Basic (1-3),브릿지 - Basic (1-3),가동성과 근력의 균형 향상,"① 시작자세: 체어 위에서 브릿지 준비 자세로 선다.
② 수행: 호흡을 내쉬며 브릿지 동작을 실시하여 가동성과 근력의 균형 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 20회, 템포 1-3.",3세트 x 20회,"복부 30% 수축, 갈비뼈 플레어 금지, 호흡과 함께 부드럽게",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
447,Flat Back,편평등,Cadillac,캐딜락,Side Kick - Intermediate (Isometric 5s),티저 - Intermediate (Isometric 5s),가동성과 근력의 균형 향상,"① 시작자세: 캐딜락 위에서 티저 준비 자세로 선다.
② 수행: 호흡을 내쉬며 티저 동작을 실시하여 가동성과 근력의 균형 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 15회, 템포 Isometric 5s.",3세트 x 15회,"갈비뼈 플레어 금지, 견갑 하강 유지, 좌우 균형 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
448,Genu Valgum,X자 무릎,Chair,체어,Dead Bug - Advanced (3-1),플랭크 - Advanced (3-1),가동성과 근력의 균형 향상,"① 시작자세: 체어 위에서 플랭크 준비 자세로 선다.
② 수행: 호흡을 내쉬며 플랭크 동작을 실시하여 가동성과 근력의 균형 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 20회, 템포 3-1.",3세트 x 20회,"좌우 균형 유지, 호흡과 함께 부드럽게, 갈비뼈 플레어 금지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
449,Foot Supination,과도한 회외,Spine Corrector,스파인 코렉터,Roll Up - Intermediate (3-1),데드버그 - Intermediate (3-1),과긴장된 근육 이완과 약화근 강화,"① 시작자세: 스파인 코렉터 위에서 데드버그 준비 자세로 선다.
② 수행: 호흡을 내쉬며 데드버그 동작을 실시하여 과긴장된 근육 이완과 약화근 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 20회, 템포 3-1.",3세트 x 20회,"좌우 균형 유지, 호흡과 함께 부드럽게, 갈비뼈 플레어 금지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
450,Flat Back,편평등,Spine Corrector,스파인 코렉터,Side Kick - Basic (Pulse x10),플랭크 - Basic (Pulse x10),과긴장된 근육 이완과 약화근 강화,"① 시작자세: 스파인 코렉터 위에서 플랭크 준비 자세로 선다.
② 수행: 호흡을 내쉬며 플랭크 동작을 실시하여 과긴장된 근육 이완과 약화근 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 4세트 12회, 템포 Pulse x10.",4세트 x 12회,"견갑 하강 유지, 갈비뼈 플레어 금지, 복부 30% 수축",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
451,Foot Supination,과도한 회외,Chair,체어,Plank - Basic (2-2),데드버그 - Basic (2-2),코어 중심의 자세 안정성 향상,"① 시작자세: 체어 위에서 데드버그 준비 자세로 선다.
② 수행: 호흡을 내쉬며 데드버그 동작을 실시하여 코어 중심의 자세 안정성 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 15회, 템포 2-2.",2세트 x 15회,"복부 30% 수축, 좌우 균형 유지, 호흡과 함께 부드럽게",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
452,Hyperlordosis,요추 과전만,Cadillac,캐딜락,Plank - Basic (Pulse x10),헌드레드 - Basic (Pulse x10),과긴장된 근육 이완과 약화근 강화,"① 시작자세: 캐딜락 위에서 헌드레드 준비 자세로 선다.
② 수행: 호흡을 내쉬며 헌드레드 동작을 실시하여 과긴장된 근육 이완과 약화근 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 4세트 12회, 템포 Pulse x10.",4세트 x 12회,"호흡과 함께 부드럽게, 갈비뼈 플레어 금지, 좌우 균형 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
453,Hyperkyphosis,흉추 과후만,Spine Corrector,스파인 코렉터,Roll Up - Intermediate (1-3),데드버그 - Intermediate (1-3),자세 교정과 정렬 회복,"① 시작자세: 스파인 코렉터 위에서 데드버그 준비 자세로 선다.
② 수행: 호흡을 내쉬며 데드버그 동작을 실시하여 자세 교정과 정렬 회복에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 4세트 15회, 템포 1-3.",4세트 x 15회,"갈비뼈 플레어 금지, 좌우 균형 유지, 복부 30% 수축",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
454,Scapular Winging,견갑 이개,Mat,매트,Teaser - Basic (2-2),헌드레드 - Basic (2-2),과긴장된 근육 이완과 약화근 강화,"① 시작자세: 매트 위에서 헌드레드 준비 자세로 선다.
② 수행: 호흡을 내쉬며 헌드레드 동작을 실시하여 과긴장된 근육 이완과 약화근 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 12회, 템포 2-2.",2세트 x 12회,"복부 30% 수축, 좌우 균형 유지, 갈비뼈 플레어 금지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
455,Shoulder Elevation,어깨 상승,Cadillac,캐딜락,Roll Up - Basic (3-1),롤업 - Basic (3-1),심부 안정근 활성화 및 신체 중심 강화,"① 시작자세: 캐딜락 위에서 롤업 준비 자세로 선다.
② 수행: 호흡을 내쉬며 롤업 동작을 실시하여 심부 안정근 활성화 및 신체 중심 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 4세트 15회, 템포 3-1.",4세트 x 15회,"좌우 균형 유지, 호흡과 함께 부드럽게, 골반 중립 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
456,Trunk Lateral Shift,체간 편위,Chair,체어,Teaser - Intermediate (Pulse x10),티저 - Intermediate (Pulse x10),자세 교정과 정렬 회복,"① 시작자세: 체어 위에서 티저 준비 자세로 선다.
② 수행: 호흡을 내쉬며 티저 동작을 실시하여 자세 교정과 정렬 회복에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 10회, 템포 Pulse x10.",3세트 x 10회,"갈비뼈 플레어 금지, 호흡과 함께 부드럽게, 좌우 균형 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
457,Trunk Lateral Shift,체간 편위,Reformer,리포머,Roll Up - Advanced (2-2),브릿지 - Advanced (2-2),가동성과 근력의 균형 향상,"① 시작자세: 리포머 위에서 브릿지 준비 자세로 선다.
② 수행: 호흡을 내쉬며 브릿지 동작을 실시하여 가동성과 근력의 균형 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 12회, 템포 2-2.",3세트 x 12회,"골반 중립 유지, 견갑 하강 유지, 좌우 균형 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
458,Forward Head Posture,거북목,Spine Corrector,스파인 코렉터,Bridge - Intermediate (1-3),클램쉘 - Intermediate (1-3),가동성과 근력의 균형 향상,"① 시작자세: 스파인 코렉터 위에서 클램쉘 준비 자세로 선다.
② 수행: 호흡을 내쉬며 클램쉘 동작을 실시하여 가동성과 근력의 균형 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 15회, 템포 1-3.",2세트 x 15회,"견갑 하강 유지, 좌우 균형 유지, 갈비뼈 플레어 금지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
459,Pelvic Obliquity,골반 비틀림,Spine Corrector,스파인 코렉터,Hundred - Intermediate (2-2),스완 - Intermediate (2-2),가동성과 근력의 균형 향상,"① 시작자세: 스파인 코렉터 위에서 스완 준비 자세로 선다.
② 수행: 호흡을 내쉬며 스완 동작을 실시하여 가동성과 근력의 균형 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 15회, 템포 2-2.",2세트 x 15회,"호흡과 함께 부드럽게, 복부 30% 수축, 견갑 하강 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
460,Rounded Shoulder,라운드 숄더,Spine Corrector,스파인 코렉터,Hundred - Advanced (2-2),브릿지 - Advanced (2-2),코어 중심의 자세 안정성 향상,"① 시작자세: 스파인 코렉터 위에서 브릿지 준비 자세로 선다.
② 수행: 호흡을 내쉬며 브릿지 동작을 실시하여 코어 중심의 자세 안정성 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 4세트 15회, 템포 2-2.",4세트 x 15회,"견갑 하강 유지, 복부 30% 수축, 골반 중립 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
461,Pelvic Obliquity,골반 비틀림,Ladder Barrel,래더 배럴,Clamshell - Intermediate (1-3),플랭크 - Intermediate (1-3),가동성과 근력의 균형 향상,"① 시작자세: 래더 배럴 위에서 플랭크 준비 자세로 선다.
② 수행: 호흡을 내쉬며 플랭크 동작을 실시하여 가동성과 근력의 균형 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 20회, 템포 1-3.",3세트 x 20회,"갈비뼈 플레어 금지, 좌우 균형 유지, 복부 30% 수축",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
462,Foot Supination,과도한 회외,Spine Corrector,스파인 코렉터,Plank - Basic (2-2),데드버그 - Basic (2-2),자세 교정과 정렬 회복,"① 시작자세: 스파인 코렉터 위에서 데드버그 준비 자세로 선다.
② 수행: 호흡을 내쉬며 데드버그 동작을 실시하여 자세 교정과 정렬 회복에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 10회, 템포 2-2.",3세트 x 10회,"복부 30% 수축, 견갑 하강 유지, 골반 중립 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
463,Trunk Forward Inclination,체간 전방기울기,Cadillac,캐딜락,Side Kick - Advanced (Isometric 5s),플랭크 - Advanced (Isometric 5s),과긴장된 근육 이완과 약화근 강화,"① 시작자세: 캐딜락 위에서 플랭크 준비 자세로 선다.
② 수행: 호흡을 내쉬며 플랭크 동작을 실시하여 과긴장된 근육 이완과 약화근 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 4세트 20회, 템포 Isometric 5s.",4세트 x 20회,"골반 중립 유지, 복부 30% 수축, 견갑 하강 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
464,Anterior Pelvic Tilt,골반 과전방경사,Chair,체어,Teaser - Intermediate (3-1),롤업 - Intermediate (3-1),심부 안정근 활성화 및 신체 중심 강화,"① 시작자세: 체어 위에서 롤업 준비 자세로 선다.
② 수행: 호흡을 내쉬며 롤업 동작을 실시하여 심부 안정근 활성화 및 신체 중심 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 20회, 템포 3-1.",3세트 x 20회,"좌우 균형 유지, 갈비뼈 플레어 금지, 견갑 하강 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
465,Anterior Pelvic Tilt,골반 과전방경사,Reformer,리포머,Clamshell - Basic (3-1),데드버그 - Basic (3-1),심부 안정근 활성화 및 신체 중심 강화,"① 시작자세: 리포머 위에서 데드버그 준비 자세로 선다.
② 수행: 호흡을 내쉬며 데드버그 동작을 실시하여 심부 안정근 활성화 및 신체 중심 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 10회, 템포 3-1.",3세트 x 10회,"호흡과 함께 부드럽게, 복부 30% 수축, 갈비뼈 플레어 금지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
466,Scapular Winging,견갑 이개,Cadillac,캐딜락,Footwork - Basic (3-1),티저 - Basic (3-1),가동성과 근력의 균형 향상,"① 시작자세: 캐딜락 위에서 티저 준비 자세로 선다.
② 수행: 호흡을 내쉬며 티저 동작을 실시하여 가동성과 근력의 균형 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 12회, 템포 3-1.",3세트 x 12회,"복부 30% 수축, 호흡과 함께 부드럽게, 좌우 균형 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
467,Genu Valgum,X자 무릎,Ladder Barrel,래더 배럴,Dead Bug - Intermediate (Isometric 5s),티저 - Intermediate (Isometric 5s),가동성과 근력의 균형 향상,"① 시작자세: 래더 배럴 위에서 티저 준비 자세로 선다.
② 수행: 호흡을 내쉬며 티저 동작을 실시하여 가동성과 근력의 균형 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 12회, 템포 Isometric 5s.",2세트 x 12회,"복부 30% 수축, 골반 중립 유지, 갈비뼈 플레어 금지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
